,deputy_name,deputy_state,political_party,refund_description,company_name,company_id,refund_date,refund_value,party_pg,party_en,party_tse,party_regdate,party_nmembers,party_ideology1,party_ideology2,party_ideology3,party_ideology4,party_position
86771,ALBERTO FILHO,MA,PMDB,PHONE COSTS,CELULAR FUNCIONAL,,2016-12-01T00:00:00,14.85,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
39729,WALNEY ROCHA,RJ,PEN,MAIL COSTS,ECT - EMP. BRAS. DE CORREIOS E TELEGRAFOS,34028316006600.0,2016-09-08T00:00:00,35.7,Partido Ecológico Nacional,National Ecologic Party,51.0,19-06-12,68687.0,Green conservatism, Humanism,,,Centreright
22278,PROFESSORA MARCIVANIA,AP,PCdoB,FUEL COSTS,Cascol Combustíveis para Veículos Ltda.,306597006308.0,2016-06-07T00:00:00,275.52,Partido Comunista do Brasil,Communist Party of Brazil,65.0,23-06-68,389407.0,Communism,Marxism,Leninism,,Farleft
233440,NELSON MARCHEZAN JUNIOR,RS,PSDB,"TAXI, PARKING AND TOLL COSTS",SINTÁXI - POA,94347333000100.0,2016-03-13T00:00:00,17.45,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
87369,CÍCERO ALMEIDA,AL,PMDB,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-01-15T00:00:00,827.53,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
301480,WILSON FILHO,PB,PTB,FLIGHT TICKET,Cia Aérea - AVIANCA,2575829000150.0,2016-07-20T00:00:00,86.0,Partido Trabalhista Brasileiro,Brazilian Labour Party ,14.0,03-11-81,1191746.0,Centrism,Populism,Federalism,Nationalism,Centre
208116,JOAQUIM PASSARINHO,PA,PSD,FUEL COSTS,AUTO POSTO OURO VERDE LTDA,1942722000130.0,2016-09-11T00:00:00,200.0,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
40835,PASTOR EURICO,PE,PHS,FUEL COSTS,SÃO CRISTOVÃO COM DERIVADOS DE PETROLEO LTDA,17654293000100.0,2016-08-15T00:00:00,100.0,Partido Humanista da Soliedariedade,Humanist Party of Solidarity ,31.0,20-03-97,201673.0,Distributism,Humanism,Christian democracy,,Centre
123451,CARMEN ZANOTTO,SC,PPS,MEAL COSTS,SERVIÇO NAC. DE APRENDIZAGEM COMERCIAL - SENAC,33469172000700.0,2016-03-30T00:00:00,33.5,Partido Popular Socialista,Socialist People's Party ,23.0,19-03-92,479886.0,Social democracy,Social liberalism,,,Centreleft
214062,RAQUEL MUNIZ,MG,PSD,OFFICE MAINTENANCE,COPYNORTE SERVIÇOS E COMERCIO LTDA - EPP,2083419000180.0,2016-03-15T00:00:00,1090.0,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
338768,LIDERANÇA DO PT,,,MEAL COSTS,RESTAURANTE PICANHAS DO SUL LTDA,38020285000100.0,2016-04-04T00:00:00,53.0,,,,,,,,,,
18235,ALICE PORTUGAL,BA,PCdoB,FUEL COSTS,POSTO COROA COM. DE COMB. E LUB. LTDA,14671397000200.0,2016-04-29T00:00:00,155.87,Partido Comunista do Brasil,Communist Party of Brazil,65.0,23-06-68,389407.0,Communism,Marxism,Leninism,,Farleft
181589,TADEU ALENCAR,PE,PSB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-04-27T00:00:00,120.0,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
299727,GABRIEL GUIMARÃES,MG,PT,OFFICE MAINTENANCE,ramais teleinformatica comercio ltda,8297810000160.0,2016-05-01T00:00:00,300.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
22189,JÔ MORAES,MG,PCdoB,MAIL COSTS,CORREIOS - SEDEX CONVENCIONAL,,2016-03-28T15:04:37.453,56.26,Partido Comunista do Brasil,Communist Party of Brazil,65.0,23-06-68,389407.0,Communism,Marxism,Leninism,,Farleft
123426,CARMEN ZANOTTO,SC,PPS,MEAL COSTS,POSTO GALO,81326258000800.0,2016-02-05T00:00:00,10.5,Partido Popular Socialista,Socialist People's Party ,23.0,19-03-92,479886.0,Social democracy,Social liberalism,,,Centreleft
87151,MARX BELTRÃO,AL,PMDB,FUEL COSTS,AUTO SHOPPING DERIVADOS DE PETROLEO LTDA,37063328002700.0,2016-04-10T00:00:00,133.25,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
183680,CREUZA PEREIRA,PE,PSB,FUEL COSTS,POSTO DA TORRE EIRELLI EPP,4473193000160.0,2016-09-13T00:00:00,200.0,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
166308,ODORICO MONTEIRO,CE,PROS,FUEL COSTS,POSTO DISBRAVE IMPERIAL LTDA,10750039000200.0,2016-10-04T00:00:00,80.0,Partido Republicano da Ordem Social,Republican Party of the Social Order,90.0,24-09-13,85599.0,Economic liberalism, Social conservatism, Republicanism,,Centreright
113098,LUIS CARLOS HEINZE,RS,PP,FUEL COSTS,POSTO DO BATISTA LTDA,4145398000100.0,2016-09-04T00:00:00,153.0,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
195784,ANTONIO BRITO,BA,PSD,FUEL COSTS,CARVALHO & CARVALHO DERIVADOS DE PETRÓLEO LTDA,6320482000140.0,2016-07-01T00:00:00,63.0,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
136003,JOÃO CARLOS BACELAR,BA,PR,"CONSULTING, RESEARCH AND TECHNICAL WORK COSTS",Conde & Dell Aringa - Desenvolvimento de Softwares Ltda.,9613772000170.0,2016-12-05T00:00:00,370.0,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
217507,SILVIO TORRES,SP,PSDB,MEAL COSTS,OLIVER COM. DE ALIMENTOS LTDA EPP,7586015000120.0,2016-07-13T00:00:00,91.0,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
318450,LUIS TIBÉ,MG,PTdoB,FUEL COSTS,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,306597003112.0,2016-02-17T00:00:00,156.94,Partido Trabalhista do Brasil,Labour Party of Brazil,70.0,11-10-94,184816.0,Centrism, Populism, Labour movement, Nationalism,Centre
33201,DAGOBERTO,MS,PDT,FLIGHT TICKET,Cia Aérea - AVIANCA,2575829000150.0,2016-05-30T00:00:00,686.76,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
318333,BACELAR,BA,PTN,PHONE COSTS,VIVO S.A.,2558157002460.0,2016-08-01T00:00:00,1059.73,Partido Trabalhista Nacional,National Labour Party ,19.0,02-10-97,158777.0,Labour movement,Populism,,,Centre
157769,JOÃO CAMPOS,GO,PRB,MAIL COSTS,CORREIOS - ENCOMENDA PAC,,2016-09-19T12:35:53.077,15.46,Partido Republicano Brasileiro,Brazilian Republican Party,10.0,25-08-05,383684.0,Christian democracy,Social conservatism,,,Centreright
24606,ANGELA ALBINO,SC,PCdoB,PHONE COSTS,CELULAR FUNCIONAL,,2016-07-13T00:00:00,6.25,Partido Comunista do Brasil,Communist Party of Brazil,65.0,23-06-68,389407.0,Communism,Marxism,Leninism,,Farleft
116254,LUIZ FERNANDO FARIA,MG,PP,MEAL COSTS,GM RIBEIRO DA COSTA RESTAURANTE - EPP,1552582000180.0,2016-03-16T00:00:00,100.0,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
313441,ALUISIO MENDES,MA,PTN,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-08-17T00:00:00,2521.76,Partido Trabalhista Nacional,National Labour Party ,19.0,02-10-97,158777.0,Labour movement,Populism,,,Centre
118843,ODELMO LEÃO,MG,PP,MEAL COSTS,LA Hotels Empreendimentos Ltda.,9109567001900.0,2016-05-03T00:00:00,27.5,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
93335,BETO SALAME,PA,PP,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-04-02T00:00:00,-127.58,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
142126,CHRISTIANE DE SOUZA YARED,PR,PR,FUEL COSTS,POSTO PINHEIRO LTDA.,76517945000100.0,2016-07-22T00:00:00,50.0,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
309184,DELEY,RJ,PTB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-03-03T00:00:00,40.0,Partido Trabalhista Brasileiro,Brazilian Labour Party ,14.0,03-11-81,1191746.0,Centrism,Populism,Federalism,Nationalism,Centre
118287,DIMAS FABIANO,MG,PP,MEAL COSTS,Refeições Congelados Light Ltda Me,17440856000200.0,2016-05-06T00:00:00,97.0,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
219611,SILVIO TORRES,SP,PSDB,FUEL COSTS,IGO - COM. VAREJISTA DE COMBUSTÍVEIS LTDA,1495299000160.0,2016-09-25T00:00:00,70.0,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
169559,KEIKO OTA,SP,PSB,OFFICE MAINTENANCE,SILVIO JOSE FRANCEIRA,7466535810.0,2016-11-10T00:00:00,2525.0,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
332515,LAUDIVIO CARVALHO,MG,SD,MAIL COSTS,CORREIOS - SEDEX CONVENCIONAL COM AR,,2016-06-03T15:22:11.400,29.64,Solidariedade,Solidarity ,77.0,24-09-13,161914.0,Labour movement,Humanist Movement,,,Centre
288346,MOEMA GRAMACHO,BA,PT,FLIGHT TICKET,Cia Aérea - AVIANCA,2575829000150.0,2016-11-01T00:00:00,80.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
276910,ENIO VERRI,PR,PT,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-02-18T00:00:00,555.25,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
64161,EDINHO ARAÚJO,SP,PMDB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-02-25T00:00:00,457.83,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
43814,DIEGO GARCIA,PR,PHS,HOTEL COSTS,BRESOLIN TRAMONTIN E CIA LTDA,79569299000200.0,2016-08-25T00:00:00,90.0,Partido Humanista da Soliedariedade,Humanist Party of Solidarity ,31.0,20-03-97,201673.0,Distributism,Humanism,Christian democracy,,Centre
218220,CARLOS SAMPAIO,SP,PSDB,PHONE COSTS,Telefônica Brasil S.A.  - VIVO,2558157000160.0,2016-04-27T00:00:00,108.49,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
244595,MARA GABRILLI,SP,PSDB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-09-09T00:00:00,130.0,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
100059,ESPERIDIÃO AMIN,SC,PP,FLIGHT TICKET,Cia Aérea - AVIANCA,2575829000150.0,2016-05-02T00:00:00,895.83,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
89405,SIMÃO SESSIM,RJ,PP,MAIL COSTS,ANDREMAR SERVIÇOS EXPRESSOS LTDA ME,1466633000150.0,2016-10-10T00:00:00,35.7,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
105290,PAULO MALUF,SP,PP,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-07-22T00:00:00,808.58,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
142897,MILTON MONTI,SP,PR,MAIL COSTS,CORREIOS - TELEGRAMA,,2016-03-03T16:48:02.647,24.7,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
176610,JÚLIO DELGADO,MG,PSB,MAIL COSTS,CORREIOS - SEDEX CONVENCIONAL,,2016-12-05T11:46:26.933,23.75,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
18024,RUBENS PEREIRA JÚNIOR,MA,PCdoB,MAIL COSTS,CORREIOS - SEDEX CONVENCIONAL,,2016-12-09T17:07:11.380,254.09,Partido Comunista do Brasil,Communist Party of Brazil,65.0,23-06-68,389407.0,Communism,Marxism,Leninism,,Farleft
134911,CABO SABINO,CE,PR,FUEL COSTS,POSTO  VIA ESTRUTURAL,5246123000120.0,2016-11-18T00:00:00,105.06,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
208962,HERCULANO PASSOS,SP,PSD,MEAL COSTS,Churrascaria e Pizzaria Ituana Ltda,4202752000200.0,2016-09-03T00:00:00,76.56,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
220186,BONIFÁCIO DE ANDRADA,MG,PSDB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-11-07T00:00:00,455.0,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
62134,BALEIA ROSSI,SP,PMDB,PHONE COSTS,TELEFÔNICA BRASIL S.A,2558157000160.0,2016-06-07T00:00:00,80.76,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
80196,MARCOS ROTTA,AM,PMDB,PHONE COSTS,CELULAR FUNCIONAL,,2016-06-15T00:00:00,303.07,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
247831,MIGUEL HADDAD,SP,PSDB,MEAL COSTS,BSB GRILL  BAR E RESTAURANTE  LTDA,2717608000170.0,2016-07-05T00:00:00,92.0,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
320411,CABO DACIOLO,RJ,PTdoB,FUEL COSTS,RODOVIA COM. COMBUSTIVEIS E DERIVADOS LTDA,17361190000200.0,2016-03-10T00:00:00,63.0,Partido Trabalhista do Brasil,Labour Party of Brazil,70.0,11-10-94,184816.0,Centrism, Populism, Labour movement, Nationalism,Centre
275019,HENRIQUE FONTANA,RS,PT,HOTEL COSTS,ANCORA-Empreend. Imob. LTDA. -ME,10267523000200.0,2016-05-14T00:00:00,90.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
171676,DANILO FORTE,CE,PSB,FUEL COSTS,POSTO DA TORRE EIRELI EPP,4473193000160.0,2016-10-06T00:00:00,167.57,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
3693,MARCOS SOARES,RJ,DEM,FUEL COSTS,POSTO DE GASOLINA PORTAL DO ITANHANGA LTDA,3056695000110.0,2016-04-30T00:00:00,264.95,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
200861,PAULO MAGALHÃES,BA,PSD,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-03-31T00:00:00,120.0,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
77697,SORAYA SANTOS,RJ,PMDB,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-11-11T00:00:00,-1243.69,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
319073,CABO DACIOLO,RJ,PTdoB,PHONE COSTS,CELULAR FUNCIONAL,,2016-07-13T00:00:00,57.45,Partido Trabalhista do Brasil,Labour Party of Brazil,70.0,11-10-94,184816.0,Centrism, Populism, Labour movement, Nationalism,Centre
151287,CAJAR NARDES,RS,PR,MEAL COSTS,RESTAURANTE TERRA NOSTRA LTDA,3677095000170.0,2016-09-03T00:00:00,37.5,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
210575,JEFFERSON CAMPOS,SP,PSD,FLIGHT TICKET,Cia Aérea - AZUL,9296295000160.0,2016-05-05T00:00:00,886.54,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
330241,WLADIMIR COSTA,PA,SD,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-06-02T00:00:00,1283.58,Solidariedade,Solidarity ,77.0,24-09-13,161914.0,Labour movement,Humanist Movement,,,Centre
148800,JORGINHO MELLO,SC,PR,HOTEL COSTS,GUNTHER M. MEYER E CIA LTDA,84585165000200.0,2016-10-29T00:00:00,110.0,Partido da República,Party of the Republic,22.0,19-12-06,796764.0,Nationalism,Liberal conservatism,,,Centreright
312146,RENATA ABREU,SP,PTN,"CONSULTING, RESEARCH AND TECHNICAL WORK COSTS",FATIMA DE JESUS CHAVES,18201611000200.0,2016-12-05T00:00:00,9200.0,Partido Trabalhista Nacional,National Labour Party ,19.0,02-10-97,158777.0,Labour movement,Populism,,,Centre
83981,MAURO BENEVIDES,CE,PMDB,PHONE COSTS,RAMAL,,,379.15,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
265565,PEDRO UCZAI,SC,PT,FLIGHT TICKET,Cia Aérea - AVIANCA,2575829000150.0,2016-11-22T00:00:00,420.76,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
39952,ERIVELTON SANTANA,BA,PEN,GROUND VEHICLE RENT,FROTCAR-LOCAÇÃO DE VEICULOS LTDA,5215712000140.0,2016-02-29T00:00:00,840.0,Partido Ecológico Nacional,National Ecologic Party,51.0,19-06-12,68687.0,Green conservatism, Humanism,,,Centreright
210837,SANDRO ALEX,PR,PSD,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-03-17T00:00:00,1063.83,Partido Social Democrático,Social Democratic Party,55.0,27-09-11,311706.0,Centrism,Big tent politics,Syncretic politics,Economic liberalism,Centre/Centreright
120821,ARTHUR OLIVEIRA MAIA,BA,PPS,PHONE COSTS,TELEFÔNICA BRASIL S.A. - VIVO,2558157000160.0,2016-04-23T00:00:00,88.99,Partido Popular Socialista,Socialist People's Party ,23.0,19-03-92,479886.0,Social democracy,Social liberalism,,,Centreleft
117674,TONINHO PINHEIRO,MG,PP,FLIGHT TICKET,Cia Aérea - AZUL,9296295000160.0,2016-11-04T00:00:00,935.72,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
255171,SIBÁ MACHADO,AC,PT,PHONE COSTS,OI S.A.,76535764000100.0,2016-08-09T00:00:00,133.94,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
336532,CARLOS MANATO,ES,SD,GROUND VEHICLE RENT,MILANO,547345000160.0,2016-04-25T00:00:00,1500.0,Solidariedade,Solidarity ,77.0,24-09-13,161914.0,Labour movement,Humanist Movement,,,Centre
170633,KEIKO OTA,SP,PSB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-03-29T00:00:00,333.79,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
221915,GUILHERME COELHO,PE,PSDB,FLIGHT TICKET,Cia Aérea - AZUL,9296295000160.0,2016-06-09T00:00:00,903.63,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
297370,VANDER LOUBET,MS,PT,FLIGHT TICKET,Cia Aérea - AVIANCA,2575829000150.0,2016-08-01T00:00:00,604.73,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
246649,MARIANA CARVALHO,RO,PSDB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-08-17T00:00:00,-72.0,Partido da Social Democracia Brasileira,Brazilian Social Democracy Party,45.0,24-08-88,1443769.0,Social democracy,Social liberalism,Parliamentary system,Parliamentarism,Centreleft
252215,CHICO ALENCAR,RJ,PSOL,MAIL COSTS,CORREIOS - SEDEX CONVENCIONAL,,2016-08-11T15:07:09.803,29.38,Partido Socialismo e Liberdade,Socialism and Liberty Party,50.0,15-09-05,120979.0,Democratic socialism, Anticapitalism,,,Leftwing
190786,MARIA HELENA,RR,PSB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-01-19T00:00:00,657.73,Partido Socialista Brasileiro,Brazilian Socialist Party,40.0,01-07-88,644663.0,Social democracy,Democratic socialism,,,Centreleft
156570,SILAS CÂMARA,AM,PRB,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-03-31T00:00:00,40.0,Partido Republicano Brasileiro,Brazilian Republican Party,10.0,25-08-05,383684.0,Christian democracy,Social conservatism,,,Centreright
64206,DULCE MIRANDA,TO,PMDB,FUEL COSTS,POSTO ITAMARATY LTDA,314831000138.0,2016-07-08T00:00:00,200.0,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
283737,LUIZ SÉRGIO,RJ,PT,MAIL COSTS,ECT - EMP. BRAS. DE CORREIOS E TELEGRAFOS,34028316495300.0,2016-07-11T00:00:00,46.0,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
50370,JOSÉ PRIANTE,PA,PMDB,FUEL COSTS,AUTO POSTO AEROPORTO LTDA,8202116000120.0,2016-05-09T00:00:00,150.0,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
289426,MARCO MAIA,RS,PT,FUEL COSTS,Ditentro Postos e Logística ltda,7473735008410.0,2016-08-29T00:00:00,181.03,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
6932,ABEL MESQUITA JR.,RR,DEM,FLIGHT TICKET,Cia Aérea - GOL,7575651000160.0,2016-10-05T00:00:00,1120.58,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
57246,EDINHO BEZ,SC,PMDB,FUEL COSTS,ARARANGUAENSE REV. DE COMBUSTÍVEIS,5945114000130.0,2016-09-12T00:00:00,150.0,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
281600,FABIANO HORTA,RJ,PT,FLIGHT TICKET,Cia Aérea - AVIANCA,2575829000150.0,2016-12-09T00:00:00,1096.79,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
249754,ALFREDO KAEFER,PR,PSL,DISSEMINATION OF PARLIAMENTARY ACTIVITY,IPFIX SERVIÇOS LTDA,7567751000130.0,2016-10-11T00:00:00,1000.0,Partido Social Liberal,Social Liberal Party ,17.0,02-06-98,224040.0,Social liberalism,Libertarianism,,,Centreright
250428,DÂMINA PEREIRA,MG,PSL,FUEL COSTS,ECO EMPREENDIMENTOS COMERCIAIS LTDA,194032000175.0,2016-02-28T00:00:00,176.83,Partido Social Liberal,Social Liberal Party ,17.0,02-06-98,224040.0,Social liberalism,Libertarianism,,,Centreright
256026,PEDRO UCZAI,SC,PT,FUEL COSTS,AUTO POSTO NOSSA SENHORA DE LURDES LTDA,83156075000200.0,2016-06-03T00:00:00,130.03,Partido dos Trabalhadores,Workers' Party ,13.0,11-02-82,1589260.0,Democratic socialism,,,,Centreleft
97090,RÔNEY NEMER,DF,PP,FUEL COSTS,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA.,306597002493.0,2016-04-06T00:00:00,100.0,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
71036,SERGIO SOUZA ,PR,PMDB,OFFICE MAINTENANCE,LINDOLFO TIMM,14838419953.0,2016-09-05T00:00:00,3200.0,Partido do Movimento Democrático Brasileiro,Brazilian Democratic Movement Party ,15.0,30-06-81,2398324.0,Centrism,Populism,Big tent politics,Syncretic politics,Centre
3432,MARCOS SOARES,RJ,DEM,MEAL COSTS,OUTBACK STEAKHOUSE RESTAURANTES BRASIL S/A,17261661004100.0,2016-09-19T00:00:00,93.7,Democratas,Democrats,25.0,11-09-86,1095712.0,Economic liberalism,Liberal conservatism,Christian democracy,,Rightwing
192089,JÚLIA MARINHO,PA,PSC,MEAL COSTS,QA2 Restaurante e Lanchonete LTDA,20078336000200.0,2016-06-03T00:00:00,8.0,Partido Social Cristão,Social Christian Party ,20.0,29-03-90,417221.0,Conservatism,,,,Rightwing
89067,NELSON MEURER,PR,PP,FLIGHT TICKET,Cia Aérea - TAM,2012862000160.0,2016-04-29T00:00:00,-171.0,Partido Progressista,Progressive Party,11.0,16-11-95,1436720.0,Liberal conservatism,Populism,,,Centreright
25581,FLÁVIA MORAIS,GO,PDT,FUEL COSTS,Auto Shopping Derivados de Petroleo Ltda,37063328001300.0,2016-07-04T00:00:00,112.15,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
35678,WEVERTON ROCHA,MA,PDT,PHONE COSTS,TELEFONICA BRASIL S.A.,2558157000160.0,2016-10-01T00:00:00,2548.81,Partido Democrático Trabalhista,Democratic Labour Party,12.0,10-11-81,1248632.0,Democratic socialism,Populism,Labour movement,,Centreleft
